codigo,problema,item_id,sku,titulo,todos_los_codigos
0300701403,largo inválido (10 dígitos),MLA1446886568,CR0160000000000ZNODG,Suprabond Zócalo Doble 95 Cm Gris 2.5 Cm 2.5 Cm,"0300701403,7793300701403"
